order_id,customer_id,product_id,quantity,unit_price,total_price,order_date,shipping_address,payment_method,status
673,72,315,15,224.32,9659.39,2020-01-03,10 Superior Parkway,credit card,pending
674,431,104,46,986.82,8533.84,2022-02-16,64569 Fuller Trail,credit card,delivered
675,622,637,16,755.45,1106.82,2021-12-26,401 Cody Drive,Apple Pay,shipped
676,231,487,36,304.32,2963.13,2022-09-01,250 Center Drive,Apple Pay,shipped
677,690,76,92,999.53,4185.26,2022-08-25,90169 Heffernan Circle,Apple Pay,processing
678,999,4,44,254.56,6745.25,2020-04-04,318 Logan Pass,Apple Pay,delivered
679,823,841,63,41.67,8749.05,2022-12-07,9 Amoth Street,Apple Pay,pending
680,401,945,62,39.14,7017.72,2021-04-06,42 Del Mar Trail,Apple Pay,delivered
681,579,878,53,770.18,7078.75,2022-12-07,40603 Melby Plaza,Apple Pay,processing
682,394,972,3,839.6,6097.27,2021-05-28,5 Randy Drive,Apple Pay,processing
683,249,709,22,691.9,6573.24,2022-11-30,7835 Merry Way,credit card,processing
684,865,719,53,543.99,8113.8,2020-06-12,367 Monterey Parkway,PayPal,delivered
685,665,475,63,849.15,5125.04,2022-09-19,54764 Northridge Road,Apple Pay,pending
686,478,896,9,472.78,6915.05,2021-06-17,6593 Bluejay Center,credit card,delivered
687,956,374,28,548.63,6295.47,2022-04-05,40581 Butternut Point,PayPal,delivered
688,392,771,41,763.42,6819.46,2022-09-06,94590 Sherman Parkway,PayPal,processing
689,972,112,41,544.18,6510.79,2020-07-30,58 Toban Junction,PayPal,processing
690,289,625,47,646.07,5468.32,2021-05-18,1311 Artisan Center,credit card,shipped
691,508,530,43,961.72,9978.85,2021-07-07,22046 Rigney Court,Apple Pay,shipped
692,881,95,32,519.68,1004.7,2021-08-21,97390 Merchant Alley,Apple Pay,processing
693,555,61,44,962.17,1035.32,2021-07-01,63938 Autumn Leaf Court,credit card,pending
694,589,605,51,648.61,3668.77,2020-07-24,68711 Rieder Drive,credit card,shipped
695,451,131,97,99.58,3.31,2022-03-14,94 Packers Drive,PayPal,pending
696,488,21,87,454.2,8104.37,2022-08-27,86 Lyons Trail,credit card,pending
697,235,71,77,870.41,4844.32,2021-05-22,44 American Ash Alley,credit card,delivered
698,119,185,46,615.33,3567.46,2021-12-20,5215 Independence Avenue,PayPal,shipped
699,229,442,14,427.2,9827.69,2022-07-29,2 Glendale Place,Apple Pay,processing
700,428,401,40,781.71,3023.05,2020-08-01,29109 Forest Dale Terrace,Apple Pay,pending
701,529,668,34,874.91,6330.64,2021-05-20,67 Artisan Street,Apple Pay,shipped
702,845,734,19,684.59,9447.28,2021-06-10,89 Huxley Center,PayPal,delivered
703,670,604,54,136.35,9770.46,2020-02-20,471 Porter Pass,PayPal,processing
704,560,153,21,998.13,4261.08,2020-05-02,34 Dahle Junction,PayPal,processing
705,501,631,52,479.98,1357.25,2022-04-13,060 Barnett Terrace,Apple Pay,delivered
706,362,264,76,777.58,2892.34,2022-09-02,02 Toban Parkway,credit card,pending
707,657,169,49,747.26,5102.95,2021-02-14,2124 Reindahl Point,PayPal,shipped
708,256,864,70,707.17,6908.31,2021-11-27,69 Claremont Point,Apple Pay,shipped
709,841,394,62,73.44,8595.81,2022-11-01,9 Farragut Park,PayPal,delivered
710,261,703,79,0.71,7868.61,2020-08-30,63036 Sachs Plaza,Apple Pay,shipped
711,889,958,31,884.42,6231.44,2021-10-22,02939 Hoepker Drive,PayPal,delivered
712,673,508,78,724.04,9082.45,2020-02-09,3 Comanche Hill,Apple Pay,processing
713,387,59,19,819.82,3905.1,2020-11-23,80778 Barby Lane,PayPal,processing
714,866,615,60,175.76,80.3,2021-10-07,2 Carey Crossing,PayPal,pending
715,573,468,86,666.53,1332.83,2021-10-07,66677 Heffernan Terrace,Apple Pay,shipped
716,837,541,98,71.85,8909.14,2021-01-05,3 Badeau Road,Apple Pay,processing
717,614,699,61,936.2,4542.38,2022-08-31,2040 Mcbride Hill,Apple Pay,processing
718,644,147,12,221.12,1880.66,2022-11-19,3098 Darwin Road,Apple Pay,delivered
719,763,384,62,349.97,549.98,2022-04-02,250 Larry Park,Apple Pay,processing
720,315,964,27,446.18,8733.75,2020-11-20,1 Hagan Avenue,credit card,delivered
721,220,15,95,115.35,9573.57,2022-08-24,5028 Hallows Pass,PayPal,processing
722,871,923,100,495.54,6156.81,2020-12-18,3 Arizona Plaza,Apple Pay,shipped
723,110,388,59,439.09,4582.84,2020-03-20,326 Holmberg Avenue,Apple Pay,delivered
724,67,353,41,517.68,3621.55,2021-10-23,818 Shoshone Point,credit card,shipped
725,238,960,74,846.88,4293.63,2020-08-12,77 Kensington Trail,credit card,processing
726,177,772,55,687.99,3117.7,2022-02-21,0 Macpherson Junction,credit card,shipped
727,432,424,46,326.53,6127.57,2022-11-27,1865 Summer Ridge Way,credit card,processing
728,968,608,42,672.46,5740.53,2020-12-16,8737 Dennis Pass,PayPal,processing
729,283,701,43,479.52,3103.02,2020-01-17,95933 Schurz Court,credit card,shipped
730,178,232,49,267.11,1492.02,2021-12-02,5797 8th Place,credit card,delivered
731,729,82,100,454.15,2113.62,2020-05-07,06904 West Alley,Apple Pay,shipped
732,42,532,28,537.49,8894.38,2021-06-11,62 5th Trail,credit card,shipped
733,443,698,64,542.92,9780.63,2021-10-30,0 Stoughton Hill,Apple Pay,processing
734,63,189,96,831.57,2812.38,2020-10-17,8 Northwestern Way,Apple Pay,shipped
735,484,660,76,106.53,2066.35,2020-03-07,37105 Killdeer Drive,credit card,shipped
736,782,536,89,767.82,2687.38,2020-07-21,7 Leroy Plaza,credit card,shipped
737,917,78,86,639.55,8371.03,2022-01-14,720 West Lane,credit card,pending
738,1,913,9,874.29,9746.51,2022-10-11,30181 Lighthouse Bay Circle,PayPal,delivered
739,834,447,77,421.23,2600.76,2022-04-16,888 Leroy Court,credit card,processing
740,900,661,31,870.72,3888.92,2022-03-04,733 Dakota Drive,credit card,delivered
741,897,550,75,366.36,6081.87,2021-10-14,5 Leroy Point,PayPal,shipped
742,680,491,60,88.49,7782.79,2021-04-08,44502 Artisan Crossing,Apple Pay,processing
743,631,894,43,187.02,8655.5,2021-12-09,180 Nobel Crossing,credit card,pending
744,691,90,9,224.42,5144.76,2020-05-10,1 Holy Cross Point,Apple Pay,pending
745,801,450,81,952.16,5472.18,2021-02-06,6 Lyons Circle,Apple Pay,delivered
746,458,420,1,406.09,8531.72,2021-08-28,7 Buena Vista Parkway,Apple Pay,shipped
747,892,533,33,43.84,981.61,2022-01-16,5330 Reindahl Circle,credit card,processing
748,225,233,99,130.84,9725.53,2021-01-16,3602 Schiller Avenue,credit card,pending
749,191,897,63,700.36,344.72,2021-10-10,59 Dawn Alley,credit card,shipped
750,327,822,69,455.41,2010.25,2020-03-15,0562 Thackeray Parkway,PayPal,delivered
751,441,416,61,553.58,8235.35,2022-08-31,12 Delladonna Point,Apple Pay,pending
752,785,685,65,532.66,1539.07,2021-07-06,2 Debra Center,PayPal,delivered
753,227,19,52,478.43,3158.18,2020-11-12,297 Paget Plaza,Apple Pay,pending
754,154,444,75,360.79,5132.97,2020-03-18,2660 Fuller Pass,PayPal,pending
755,248,111,35,796.66,7360.33,2020-05-22,23295 Kenwood Junction,Apple Pay,pending
756,546,598,64,577.91,3000.36,2022-03-19,21 Vermont Hill,credit card,delivered
757,659,338,29,637.78,1139.45,2021-02-05,7274 Vidon Alley,credit card,shipped
758,736,171,6,517.41,3496.19,2021-11-26,11569 La Follette Road,credit card,pending
759,377,952,12,840.85,205.17,2022-05-20,8835 Ruskin Junction,credit card,pending
760,260,895,79,308.25,2066.38,2020-06-06,0137 Redwing Hill,credit card,shipped
761,591,88,33,971.48,765.72,2022-02-28,52620 Morrow Alley,PayPal,shipped
762,414,49,83,952.92,1949.54,2020-09-20,574 Corben Park,Apple Pay,shipped
763,304,521,6,917.39,1977.78,2021-08-27,42828 West Circle,Apple Pay,delivered
764,341,874,36,467.89,4568.41,2022-01-24,272 Northview Hill,PayPal,delivered
765,649,876,99,624.5,7192.96,2021-01-01,86 Armistice Street,credit card,shipped
766,32,959,76,743.73,7651.29,2020-10-01,231 Kinsman Avenue,PayPal,pending
767,166,55,89,206.92,7280.15,2020-01-14,7244 Drewry Drive,PayPal,pending
768,557,140,90,337.22,7018.43,2021-02-07,3 Haas Street,Apple Pay,delivered
769,71,252,93,307.94,5981.77,2022-03-12,2219 Barby Street,Apple Pay,pending
770,146,337,48,709.74,6379.75,2021-10-13,8511 Talmadge Circle,credit card,delivered
771,803,963,83,776.53,1488.71,2021-05-12,77 Dawn Hill,Apple Pay,processing
772,702,607,29,813.29,869.63,2021-01-18,575 Kropf Junction,Apple Pay,processing
773,983,622,85,160.71,2808.17,2022-09-07,7 Maple Center,PayPal,delivered
774,912,763,52,102.12,8805.83,2021-02-25,4 Acker Way,credit card,pending
775,954,737,26,407.12,2757.56,2020-05-02,4 Dottie Road,credit card,delivered
776,402,534,30,335.97,5711.63,2022-01-19,23 Sauthoff Alley,credit card,delivered
777,909,980,73,609.43,7052.57,2021-11-26,7 Namekagon Street,credit card,shipped
778,639,77,65,232.12,3048.96,2020-01-24,679 Cascade Pass,credit card,processing
779,150,451,18,635.04,3013.3,2021-05-16,4395 Welch Drive,Apple Pay,shipped
780,600,740,1,19.53,254.55,2021-12-05,63055 Muir Plaza,credit card,processing
781,37,164,94,659.35,6043.18,2022-03-10,880 Westport Alley,credit card,delivered
782,849,333,60,864.0,4413.6,2022-03-26,5201 Bunting Crossing,credit card,delivered
783,877,282,73,594.77,8141.6,2021-09-03,4426 Mayer Terrace,PayPal,processing
784,634,313,42,280.58,3415.86,2022-02-17,8543 Village Green Circle,Apple Pay,processing
785,780,916,78,491.25,5776.25,2021-10-04,275 Warrior Circle,Apple Pay,delivered
786,638,212,76,733.44,359.79,2020-11-05,1364 Corry Way,credit card,shipped
787,496,403,29,79.17,5898.09,2020-03-01,4552 Kennedy Junction,credit card,shipped
788,256,828,89,540.69,200.45,2020-07-31,87806 Loftsgordon Avenue,Apple Pay,processing
789,504,761,44,311.23,1396.01,2020-04-12,56475 Randy Street,Apple Pay,pending
790,963,641,20,203.01,5256.04,2022-10-06,60 Almo Trail,credit card,processing
791,337,917,95,867.45,9327.84,2021-10-31,771 Emmet Plaza,credit card,shipped
792,119,300,84,251.28,6820.98,2022-07-04,1 Sommers Plaza,PayPal,pending
793,451,169,92,270.02,1221.62,2022-03-20,5953 Lunder Hill,PayPal,shipped
794,834,90,39,508.16,5516.26,2020-08-31,10168 Steensland Plaza,Apple Pay,pending
795,988,138,1,329.8,261.65,2022-07-16,6456 Sunbrook Junction,Apple Pay,processing
796,15,918,8,954.03,3045.66,2022-04-13,89966 Cambridge Circle,credit card,processing
797,288,52,55,188.37,9193.75,2022-12-06,44 Bultman Center,credit card,processing
798,793,312,48,171.65,9924.07,2022-08-31,51844 Knutson Pass,Apple Pay,delivered
799,138,277,3,353.89,5646.36,2020-04-18,71028 Cottonwood Place,Apple Pay,shipped
800,572,118,96,830.31,3887.86,2022-05-12,0620 Bartelt Park,PayPal,delivered
801,734,654,51,678.93,3841.6,2020-11-30,83 Holmberg Point,credit card,shipped
802,305,819,92,811.94,1406.58,2022-05-03,8683 Nobel Place,Apple Pay,delivered
803,230,695,3,76.05,9472.06,2021-07-22,032 Mayfield Place,credit card,processing
804,730,871,22,324.92,7538.25,2021-02-25,21 Michigan Crossing,Apple Pay,processing
805,646,942,61,798.33,8163.83,2020-08-29,628 Stuart Road,credit card,delivered
806,355,328,13,346.01,7272.4,2021-12-28,5 Porter Pass,credit card,pending
807,316,868,89,668.31,9327.39,2022-09-15,73603 Boyd Circle,Apple Pay,shipped
808,401,642,26,44.23,1536.66,2021-01-25,86585 Mallory Junction,PayPal,delivered
809,737,109,97,503.88,5648.89,2021-08-18,33 Anthes Park,PayPal,delivered
810,402,85,41,50.61,3163.72,2020-04-11,98 Forster Trail,Apple Pay,processing
811,1000,818,33,479.31,9302.43,2022-04-23,32 Garrison Alley,PayPal,processing
812,781,844,96,375.47,4481.18,2021-01-24,78 Bellgrove Place,Apple Pay,processing
813,82,740,23,165.44,8857.05,2022-07-26,69 Leroy Crossing,credit card,processing
814,479,504,44,330.23,1142.61,2020-10-04,202 Eagle Crest Point,credit card,delivered
815,293,940,70,43.58,8104.94,2020-05-11,96 Lillian Junction,PayPal,delivered
816,854,779,56,850.44,1492.02,2021-04-18,881 Mayfield Plaza,Apple Pay,processing
817,24,812,59,791.05,2179.66,2021-10-31,73608 Shopko Park,Apple Pay,shipped
818,33,738,46,367.44,6444.34,2022-10-10,6 Di Loreto Park,PayPal,processing
819,34,259,76,112.73,8247.82,2021-06-10,43354 Beilfuss Avenue,PayPal,delivered
820,416,684,22,178.02,6098.75,2021-09-07,93094 Anhalt Drive,credit card,pending
821,96,3,61,35.55,2478.58,2021-11-04,13671 Jackson Drive,PayPal,processing
822,700,13,55,161.13,3700.66,2020-02-09,344 Macpherson Terrace,PayPal,processing
823,528,93,30,203.27,3037.64,2020-08-16,88 Nelson Park,credit card,delivered
824,238,765,37,851.08,6608.41,2021-03-04,891 Commercial Park,Apple Pay,shipped
825,849,638,43,509.7,4223.69,2020-01-11,1097 Hallows Park,PayPal,shipped
826,871,914,21,998.62,2203.12,2022-08-18,45177 Holy Cross Junction,credit card,shipped
827,588,770,46,248.32,1917.58,2022-09-02,114 Dryden Point,credit card,delivered
828,420,936,57,334.1,6049.83,2020-07-31,7 Monument Place,PayPal,shipped
829,137,520,64,197.72,2570.39,2021-10-11,11 East Park,credit card,delivered
830,959,972,4,415.91,5557.93,2022-01-28,32344 Golf Street,Apple Pay,pending
831,307,291,73,771.69,9614.87,2021-03-14,46 Fisk Center,Apple Pay,pending
832,741,806,84,637.23,144.9,2022-02-12,010 Basil Pass,credit card,delivered
833,990,397,14,773.69,9280.01,2020-07-15,1 Sherman Park,PayPal,processing
834,489,678,37,804.74,4996.47,2021-06-11,23832 Arizona Park,PayPal,pending
835,997,35,54,150.01,6801.02,2020-10-26,145 Judy Lane,credit card,processing
836,392,120,19,205.75,9614.12,2020-10-04,154 Meadow Ridge Alley,PayPal,pending
837,400,831,77,806.17,1669.38,2021-02-18,84569 Fieldstone Avenue,Apple Pay,pending
838,413,112,8,440.81,3160.15,2020-05-24,33492 Maple Lane,Apple Pay,shipped
839,690,75,51,34.92,8682.81,2022-11-05,6066 Debs Parkway,PayPal,delivered
840,582,663,63,764.45,8010.14,2021-03-01,98 Randy Terrace,Apple Pay,shipped
841,897,810,86,179.92,2950.35,2022-10-23,3537 Loftsgordon Circle,Apple Pay,delivered
842,93,900,98,918.24,3012.95,2020-04-30,82 Cody Road,PayPal,shipped
843,852,488,66,570.11,2568.57,2021-01-23,900 Grasskamp Drive,Apple Pay,delivered
844,273,373,91,933.38,7890.9,2020-05-16,9082 Blackbird Avenue,credit card,pending
845,519,572,33,711.69,1859.34,2022-01-13,9399 Elmside Lane,PayPal,shipped
846,178,750,32,527.28,2561.64,2021-09-16,74160 American Street,credit card,pending
847,176,473,28,972.83,2385.5,2020-07-13,95 Jenifer Drive,Apple Pay,delivered
848,812,948,17,555.51,2968.0,2021-12-31,9324 Talisman Circle,Apple Pay,processing
849,794,970,76,157.68,1911.88,2022-12-18,7 5th Drive,Apple Pay,processing
850,921,631,2,632.05,3094.26,2022-11-17,53 Jana Court,PayPal,delivered
851,863,21,97,143.21,8771.61,2021-10-22,088 Badeau Trail,credit card,shipped
852,113,575,16,571.05,7428.16,2021-05-15,47578 Columbus Circle,PayPal,processing
853,299,287,92,517.71,7661.73,2020-04-26,5418 Melvin Center,Apple Pay,delivered
854,332,339,54,510.7,8349.03,2021-05-03,5 Thackeray Alley,PayPal,shipped
855,321,333,78,666.13,5874.5,2022-03-07,28 Luster Center,credit card,processing
856,868,718,82,222.65,9175.16,2020-03-13,01 Union Avenue,PayPal,delivered
857,184,362,89,568.26,8377.24,2021-03-05,1 Mallory Avenue,PayPal,pending
858,752,208,4,725.38,4574.98,2020-03-29,54374 Namekagon Road,credit card,processing
859,331,682,50,396.45,865.03,2021-12-04,84447 Artisan Park,credit card,shipped
860,436,285,40,849.0,9406.33,2022-11-03,35080 Longview Junction,credit card,delivered
861,688,747,8,700.34,3416.31,2020-07-04,3 Scofield Center,PayPal,processing
862,928,731,50,775.57,363.03,2021-06-02,01146 Fisk Terrace,Apple Pay,processing
863,94,947,96,360.58,2324.65,2020-07-10,55 Fallview Alley,credit card,processing
864,439,977,34,974.17,1103.74,2022-01-29,39086 Old Shore Point,PayPal,pending
865,151,784,22,209.53,6844.85,2021-01-30,603 Bluestem Road,PayPal,pending
866,143,601,44,895.23,7293.84,2020-04-05,48776 Independence Plaza,Apple Pay,delivered
867,438,87,72,912.03,1010.87,2020-05-13,6 Briar Crest Road,PayPal,shipped
868,766,921,85,358.06,154.73,2022-05-24,926 Basil Way,Apple Pay,shipped
869,135,95,88,144.4,1595.36,2022-12-29,1927 Tennyson Lane,Apple Pay,pending
870,932,965,78,305.69,3351.28,2020-08-17,00045 Shopko Plaza,PayPal,processing
871,86,252,21,181.24,7931.99,2021-07-07,03616 Jenna Circle,Apple Pay,shipped
872,874,510,34,243.37,283.68,2021-03-12,4537 Thackeray Crossing,Apple Pay,delivered
873,973,989,44,42.81,3273.4,2020-05-06,7 Sloan Parkway,credit card,pending
874,964,623,87,756.15,8201.61,2021-09-27,0758 Artisan Crossing,PayPal,pending
875,803,855,70,446.16,8994.94,2021-02-27,5215 Miller Hill,credit card,delivered
876,40,360,73,445.15,4603.92,2020-10-21,77 Mayfield Drive,credit card,shipped
877,742,837,95,35.27,4783.11,2020-12-30,39 Hooker Park,credit card,processing
878,139,251,90,444.73,8599.2,2021-07-07,74 John Wall Point,PayPal,processing
879,488,329,14,591.1,7575.98,2021-12-07,487 Schlimgen Point,PayPal,processing
880,520,239,51,369.45,5400.36,2022-06-17,3335 Summer Ridge Hill,Apple Pay,delivered
881,303,343,50,277.64,6894.77,2021-05-14,2 Jay Crossing,credit card,shipped
882,624,477,68,657.65,7902.22,2021-11-18,22019 Michigan Court,credit card,pending
883,345,451,23,370.83,3406.8,2022-09-22,59 Orin Crossing,PayPal,processing
884,432,296,96,525.82,8425.78,2022-10-12,24076 Clarendon Point,PayPal,delivered
885,404,821,75,802.6,3938.77,2022-05-23,351 Merrick Street,credit card,shipped
886,580,562,26,22.33,7139.09,2022-08-22,29327 Valley Edge Trail,Apple Pay,delivered
887,99,332,19,861.79,376.02,2020-11-17,0685 Menomonie Way,Apple Pay,pending
888,716,634,77,483.22,3041.63,2020-10-29,98420 Kenwood Lane,Apple Pay,processing
889,473,576,47,796.54,4354.47,2021-03-20,03 Hovde Center,PayPal,processing
890,362,63,55,571.26,3144.04,2020-09-19,23912 Fulton Avenue,credit card,delivered
891,782,686,7,95.04,1217.27,2020-01-30,089 La Follette Trail,credit card,processing
892,969,213,91,58.29,2890.36,2021-11-26,208 Chive Street,credit card,delivered
893,228,990,43,279.72,1479.2,2021-08-29,44722 Hauk Park,credit card,shipped
894,511,167,37,133.32,9651.46,2020-09-17,975 Killdeer Pass,Apple Pay,delivered
895,978,838,35,531.35,5197.54,2020-01-23,54 Chive Alley,Apple Pay,processing
896,875,230,7,966.49,7250.72,2021-03-15,721 Crest Line Hill,Apple Pay,processing
897,663,690,39,146.32,3141.45,2020-03-30,461 Gateway Circle,credit card,shipped
898,719,505,81,466.54,4604.51,2020-10-27,522 Anthes Way,credit card,shipped
899,788,807,72,70.67,4084.37,2021-08-20,44933 2nd Parkway,Apple Pay,delivered
900,19,681,37,578.31,7953.93,2020-08-12,13433 Del Mar Avenue,credit card,shipped
901,971,434,51,867.04,6719.53,2021-02-15,7 Victoria Alley,Apple Pay,shipped
902,192,547,12,836.76,6913.91,2021-01-30,24698 Ruskin Junction,PayPal,delivered
903,806,555,57,986.96,6220.3,2020-08-09,02810 Katie Circle,PayPal,shipped
904,830,489,19,622.49,1480.64,2021-09-14,14 Hanover Court,Apple Pay,processing
905,265,607,84,690.66,340.52,2020-04-28,90 Oakridge Parkway,Apple Pay,pending
906,378,646,61,166.23,5636.95,2022-12-20,45560 Reindahl Center,Apple Pay,pending
907,165,315,86,337.07,9799.12,2020-10-19,85449 4th Park,Apple Pay,delivered
908,708,148,1,564.75,5195.42,2020-04-03,2 Walton Junction,PayPal,processing
909,837,196,83,709.81,4590.6,2022-11-11,49825 Pierstorff Lane,PayPal,pending
910,665,929,56,694.82,3865.11,2021-07-25,6739 Butternut Park,PayPal,pending
911,972,745,44,703.81,757.69,2020-08-12,6321 Thierer Junction,credit card,pending
912,601,467,24,651.11,5666.4,2022-08-12,5 Steensland Way,credit card,processing
913,983,529,94,894.46,8885.61,2022-08-17,1721 Monica Park,PayPal,delivered
914,569,528,11,983.94,6575.65,2022-09-30,71 Stone Corner Avenue,Apple Pay,pending
915,523,994,63,10.23,4202.05,2022-02-27,8788 5th Street,Apple Pay,pending
916,535,580,85,601.36,363.15,2020-08-24,7 Badeau Hill,PayPal,processing
917,914,313,8,821.58,4513.28,2022-08-27,9 Clarendon Court,PayPal,pending
918,919,930,49,36.77,2289.88,2020-08-31,39 Redwing Junction,PayPal,pending
919,222,704,46,262.36,8026.29,2022-02-20,72 Kim Terrace,Apple Pay,processing
920,336,653,43,505.94,2919.78,2020-09-04,9 Troy Junction,PayPal,processing
921,529,946,12,828.72,2242.27,2022-11-16,64 Utah Way,credit card,pending
922,38,346,5,389.04,570.82,2021-05-18,957 Derek Point,PayPal,pending
923,466,49,41,422.76,1975.54,2020-11-18,638 2nd Drive,PayPal,delivered
924,595,675,94,121.63,552.43,2021-01-28,05 Luster Avenue,Apple Pay,shipped
925,910,776,91,714.65,8121.29,2021-12-15,119 South Park,PayPal,shipped
926,116,883,83,667.39,2459.41,2021-05-13,79282 Northland Circle,PayPal,shipped
927,97,493,42,254.15,7848.32,2020-03-25,233 Sutherland Point,Apple Pay,shipped
928,189,351,84,551.03,5697.51,2021-07-27,9 Roth Hill,Apple Pay,processing
929,930,10,47,405.25,5049.21,2021-07-12,53016 Steensland Center,Apple Pay,processing
930,92,364,86,797.21,7889.67,2022-12-10,12 Eagle Crest Plaza,PayPal,processing
931,223,735,98,769.04,5241.72,2021-08-19,72 Canary Road,Apple Pay,shipped
932,43,185,17,309.94,562.59,2022-05-10,306 Lake View Trail,credit card,delivered
933,6,538,88,887.68,3133.91,2022-04-07,008 Rieder Avenue,Apple Pay,pending
934,780,584,5,163.05,3293.65,2021-11-18,7 Starling Place,PayPal,delivered
935,536,860,59,102.1,7583.42,2022-08-05,164 Colorado Street,PayPal,delivered
936,440,809,38,80.52,3119.22,2022-01-10,3832 Elmside Parkway,Apple Pay,shipped
937,798,123,6,988.35,366.21,2020-03-20,061 Tennessee Junction,PayPal,pending
938,296,720,88,265.13,6052.56,2022-09-17,6 Packers Crossing,credit card,shipped
939,45,803,95,961.94,5183.81,2020-01-25,11065 Raven Park,Apple Pay,processing
940,826,46,31,276.42,4000.19,2020-04-23,085 Gina Junction,credit card,delivered
941,334,390,2,509.33,9112.77,2022-09-17,43 Johnson Way,Apple Pay,delivered
942,594,833,48,457.86,157.07,2021-09-28,89 Graceland Parkway,Apple Pay,shipped
943,319,814,15,185.41,1335.1,2020-06-06,032 Gerald Parkway,PayPal,pending
944,499,953,11,992.23,3207.93,2020-03-22,31 Anhalt Plaza,Apple Pay,shipped
945,163,272,15,355.56,6529.51,2022-01-06,9103 Nelson Circle,credit card,processing
946,979,721,86,841.06,4076.61,2022-05-18,54 Homewood Terrace,credit card,delivered
947,999,406,17,538.37,877.55,2020-12-17,6 Saint Paul Lane,Apple Pay,delivered
948,886,426,35,155.01,8196.18,2022-10-22,4461 North Park,credit card,pending
949,633,685,92,132.86,2785.56,2022-08-24,2609 Morning Avenue,Apple Pay,pending
950,707,197,74,403.32,2880.72,2021-07-29,3419 Brentwood Alley,PayPal,pending
951,207,342,86,350.9,3096.34,2021-03-29,73 Melvin Plaza,credit card,processing
952,769,412,26,777.5,9037.95,2020-11-24,64476 Montana Court,credit card,delivered
953,133,713,53,538.43,5956.24,2022-12-03,6387 Farwell Point,Apple Pay,processing
954,324,374,54,288.33,3850.99,2022-09-03,13765 Karstens Point,credit card,processing
955,225,149,9,88.75,1563.04,2020-11-18,062 Bobwhite Terrace,Apple Pay,shipped
956,505,475,58,664.4,7265.67,2021-01-18,477 Jackson Lane,credit card,pending
957,60,59,19,673.4,2330.33,2022-10-12,986 Becker Pass,Apple Pay,shipped
958,641,436,86,159.41,4717.22,2022-09-29,88 Monica Drive,PayPal,shipped
959,701,42,60,780.88,5699.88,2020-07-12,26597 Lighthouse Bay Place,credit card,processing
960,856,874,12,824.24,709.62,2021-07-31,1 Golden Leaf Avenue,PayPal,delivered
961,51,236,67,838.56,2229.53,2022-07-29,140 Paget Center,credit card,pending
962,437,733,71,353.32,198.09,2022-11-06,25 Vidon Terrace,PayPal,processing
963,290,701,49,416.77,8473.11,2020-01-09,73 Grasskamp Street,credit card,processing
964,425,371,97,238.49,2375.53,2020-06-20,7 Birchwood Court,credit card,processing
965,403,419,42,996.09,585.93,2022-01-15,037 Maryland Park,Apple Pay,delivered
966,606,759,39,733.85,8424.98,2022-12-20,8358 Merchant Junction,Apple Pay,shipped
967,356,190,30,948.99,4319.24,2020-01-12,13 Crownhardt Lane,PayPal,delivered
968,65,979,94,371.21,4928.66,2022-04-05,5964 Logan Parkway,PayPal,shipped
969,547,696,85,55.55,5849.66,2020-11-21,31 Reindahl Parkway,PayPal,pending
970,186,876,36,656.76,6610.44,2021-10-31,38 Talisman Center,Apple Pay,pending
971,62,232,94,148.32,6253.12,2020-12-13,54 Manufacturers Road,Apple Pay,delivered
972,333,206,98,384.95,1843.8,2021-08-13,551 Hoepker Lane,Apple Pay,shipped
973,585,476,80,944.88,3787.19,2022-08-15,3170 Haas Way,PayPal,pending
974,448,279,26,117.35,9579.19,2020-07-26,84971 Havey Place,Apple Pay,pending
975,753,442,22,504.09,6058.37,2021-07-23,8 Raven Pass,PayPal,processing
976,286,141,91,675.61,2162.57,2020-05-17,42 Independence Place,credit card,shipped
977,760,594,27,613.96,2567.58,2022-01-12,33877 Michigan Street,Apple Pay,processing
978,534,416,87,530.46,883.93,2021-02-26,9233 Lunder Hill,credit card,pending
979,497,556,98,927.07,9084.08,2021-11-19,5520 Russell Junction,Apple Pay,pending
980,689,933,81,680.13,5017.28,2022-09-24,928 Hanson Court,Apple Pay,processing
981,584,62,34,799.08,3314.1,2022-09-29,05 Del Sol Point,PayPal,pending
982,17,715,79,574.41,5138.01,2022-02-22,04018 Corben Hill,Apple Pay,delivered
983,643,101,23,901.43,911.38,2022-09-17,1686 Farragut Avenue,Apple Pay,pending
984,795,643,68,798.56,6741.56,2021-07-13,30232 Sutteridge Center,Apple Pay,shipped
985,552,606,70,172.26,7287.17,2021-12-08,739 Talmadge Alley,Apple Pay,delivered
986,784,894,92,590.98,237.11,2022-02-03,8219 Arkansas Point,Apple Pay,pending
987,898,240,99,142.74,5338.36,2021-02-01,87521 John Wall Way,credit card,shipped
988,360,535,33,548.17,8058.81,2020-09-09,81 Vera Trail,PayPal,pending
989,251,705,30,345.57,9581.11,2022-04-07,985 Fair Oaks Place,credit card,processing
990,234,857,66,939.36,8367.03,2020-01-13,46 Esker Road,Apple Pay,shipped
991,819,280,33,542.69,8710.33,2021-05-01,50319 Buhler Parkway,PayPal,delivered
992,59,640,67,139.82,7786.44,2021-09-20,74 6th Way,PayPal,shipped
993,933,543,26,343.48,4903.12,2021-12-06,17796 School Center,Apple Pay,processing
994,683,396,72,893.54,5200.03,2022-05-28,329 Lotheville Park,credit card,shipped
995,49,545,1,805.49,7272.35,2022-04-27,5 Hayes Park,Apple Pay,shipped
